"id","parent_id","facility_level","facility_code","facility_name","type","create_by","create_time","update_by","update_time","remark","is_del","facility_type"
1710,1618,3,"4P1.1S2.UQ","4P1.1S2.UQ",3,admin,"2020-11-18 10:00:17",,,头排风机变频器柜,0,0
1711,1618,3,"4P1.1S2.UR","4P1.1S2.UR",3,admin,"2020-11-18 10:00:17",,,"1#一次风机变频器柜",0,0
1712,1618,3,"4P1.1S2.US","4P1.1S2.US",3,admin,"2020-11-18 10:00:17",,,"2#一次风机变频器柜",0,0
1713,1618,3,"4P1.1S2.UT","4P1.1S2.UT",3,admin,"2020-11-18 10:00:18",,,煤粉通风机变频器柜,0,0
1714,1618,3,"4P1.1S2.UU","4P1.1S2.UU",3,admin,"2020-11-18 10:00:18",,,窑尾喂煤1#罗茨风机柜,0,0
1715,1618,3,"4P1.1S2.UV","4P1.1S2.UV",3,admin,"2020-11-18 10:00:18",,,窑尾喂煤2#罗茨风机柜,0,0
1716,1618,3,"4P1.1S2.UW","4P1.1S2.UW",3,admin,"2020-11-18 10:00:18",,,窑尾喂煤3#罗茨风机变频器柜,0,0
1717,1621,3,"5P1.1S1.UA","5P1.1S1.UA",3,admin,"2020-11-18 10:00:18",,,"1#球磨机电机柜",0,0
1718,1621,3,"5P1.1S1.UB","5P1.1S1.UB",3,admin,"2020-11-18 10:00:18",,,球磨机电机备用柜,0,0
1719,1621,3,"5P1.1S1.UC","5P1.1S1.UC",3,admin,"2020-11-18 10:00:18",,,"1#静辊主电机柜",0,0
1720,1621,3,"5P1.1S1.UD","5P1.1S1.UD",3,admin,"2020-11-18 10:00:18",,,"1#动辊主电机柜",0,0
1721,1621,3,"5P1.1S1.UE","5P1.1S1.UE",3,admin,"2020-11-18 10:00:18",,,熟料库变压器柜,0,0
1722,1621,3,"5P1.1S1.UF","5P1.1S1.UF",3,admin,"2020-11-18 10:00:18",,,水泥磨变压器1柜,0,0
1723,1621,3,"5P1.1S1.UG","5P1.1S1.UG",3,admin,"2020-11-18 10:00:18",,,水泥磨变压器3柜,0,0
1724,1621,3,"5P1.1S1.UH","5P1.1S1.UH",3,admin,"2020-11-18 10:00:18",,,水泥磨1#循环风机柜,0,0
1725,1621,3,"5P1.1S1.UK","5P1.1S1.UK",3,admin,"2020-11-18 10:00:19",,,带式输送机柜,0,0
1726,1621,3,"5P1.1S1.UL","5P1.1S1.UL",3,admin,"2020-11-18 10:00:19",,,水泥包装变压器柜,0,0
1727,1621,3,"5P1.1S1.UM","5P1.1S1.UM",3,admin,"2020-11-18 10:00:19",,,水泥磨2#循环风机柜,0,0
1728,1621,3,"5P1.1S1.UP","5P1.1S1.UP",3,admin,"2020-11-18 10:00:19",,,水泥磨变压器2柜,0,0
1729,1621,3,"5P1.1S1.UQ","5P1.1S1.UQ",3,admin,"2020-11-18 10:00:19",,,"2#动辊主电机柜",0,0
1730,1621,3,"5P1.1S1.UR","5P1.1S1.UR",3,admin,"2020-11-18 10:00:19",,,"2#静辊主电机柜",0,0
1731,1621,3,"5P1.1S1.US","5P1.1S1.US",3,admin,"2020-11-18 10:00:19",,,"2#球磨机电机柜",0,0
1732,1624,3,"7P1.1S1.UA","7P1.1S1.UA",3,admin,"2020-11-18 10:00:19",,,码头电气室变压器柜,0,0
1733,1624,3,"7P1.1S1.UC","7P1.1S1.UC",3,admin,"2020-11-18 10:00:19",,,长皮带变频整流变柜,0,0
1734,1624,3,"7P1.1S1.UD","7P1.1S1.UD",3,admin,"2020-11-18 10:00:19",,,码头陆域电气室变压器柜,0,0
1735,1624,3,"7P1.1S1.UE","7P1.1S1.UE",3,admin,"2020-11-18 10:00:20",,,新码头电气室变压器柜,0,0
1736,1624,3,"7P1.1S1.UF","7P1.1S1.UF",3,admin,"2020-11-18 10:00:20",,,至新码头长胶带柜,0,0
