"id","company_id","facility_one","facility_two","facility_three","monitor_id","plant_id","cost_id","sensor_status","energy","service_time","total_time","sensor_type","sensor_value","create_by","create_time","update_by","update_time","remark","is_del","original_value","batch_time","packet","conversion_id","sensor_id","voltage","facility_type"
8580758,14,"1247","1364","1365",2877,,18,,,,,3,,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1362a10300000000003300000000000000000000000000000000000000003202181200000000100000800009987f7f","2020-11-14 00:10:00",,7090,2896,,
8580759,14,"1247","1364","1365",2877,,18,0,,,,2,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1362a10300000000003300000000000000000000000000000000000000003202181200000000100000800009987f7f","2020-11-14 00:10:00",,7089,2896,0.0,
8580760,14,"1247","1364","1365",2877,,18,0,,,,1,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1362a10300000000003300000000000000000000000000000000000000003202181200000000100000800009987f7f","2020-11-14 00:10:00",,7088,2896,0.0,
8580761,14,"1247","1364","1365",2877,,18,0,,,,0,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1362a10300000000003300000000000000000000000000000000000000003202181200000000100000800009987f7f","2020-11-14 00:10:00",,7087,2896,0.0,
8580762,14,"1247","1250","1329",2808,,13,0,,,,7,16.200,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1055a103000000000033000000000000000000000000000000000000000031016212000000001000008000a9d67f7f","2020-11-14 00:10:00",,6746,2827,0.0,
8580763,14,"1247","1250","1329",2808,,13,,,,,3,,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1055a103000000000033000000000000000000000000000000000000000031016212000000001000008000a9d67f7f","2020-11-14 00:10:00",,6745,2827,,
8580764,14,"1247","1250","1329",2808,,13,0,,,,2,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1055a103000000000033000000000000000000000000000000000000000031016212000000001000008000a9d67f7f","2020-11-14 00:10:00",,6744,2827,0.0,
8580765,14,"1247","1250","1329",2808,,13,0,,,,1,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1055a103000000000033000000000000000000000000000000000000000031016212000000001000008000a9d67f7f","2020-11-14 00:10:00",,6743,2827,0.0,
8580766,14,"1247","1250","1329",2808,,13,0,,,,0,0.000,自动生成,"2020-11-14 00:00:05",,,,0,"7e7e1055a103000000000033000000000000000000000000000000000000000031016212000000001000008000a9d67f7f","2020-11-14 00:10:00",,6742,2827,0.0,
8580767,14,"1262","1362","1363",2864,,18,0,,,,7,20.600,自动生成,"2020-11-14 00:00:06",,,,0,"7e7e1381a1030000000000330000000000000000000000000000000000000000300206120000000010000080007a9a7f7f","2020-11-14 00:10:00",,7026,2883,0.0,
8580768,14,"1262","1362","1363",2864,,18,,,,,3,,自动生成,"2020-11-14 00:00:06",,,,0,"7e7e1381a1030000000000330000000000000000000000000000000000000000300206120000000010000080007a9a7f7f","2020-11-14 00:10:00",,7025,2883,,
8580769,14,"1262","1362","1363",2864,,18,0,,,,2,0.000,自动生成,"2020-11-14 00:00:06",,,,0,"7e7e1381a1030000000000330000000000000000000000000000000000000000300206120000000010000080007a9a7f7f","2020-11-14 00:10:00",,7024,2883,0.0,
8580770,14,"1262","1362","1363",2864,,18,0,,,,1,0.000,自动生成,"2020-11-14 00:00:06",,,,0,"7e7e1381a1030000000000330000000000000000000000000000000000000000300206120000000010000080007a9a7f7f","2020-11-14 00:10:00",,7023,2883,0.0,
8580771,14,"1262","1362","1363",2864,,18,0,,,,0,0.000,自动生成,"2020-11-14 00:00:06",,,,0,"7e7e1381a1030000000000330000000000000000000000000000000000000000300206120000000010000080007a9a7f7f","2020-11-14 00:10:00",,7022,2883,0.0,
